"","Bcell","CD4T","CD8T","Gran","Mono","NK"
"GSM1218603",0,0.38406870586173,-4.84416649968265e-17,0.403879751543319,0.33193628911918,0.158399677434617
"GSM1218604",0,0.392603252777262,-4.38334095313601e-17,0.387853468032421,0.348542331136881,0.152279484469837
"GSM1218605",0,0.364776671486148,-4.3472825375388e-17,0.399376305355157,0.369651135718634,0.153405462933602
"GSM1218606",0,0.438142593531141,-2.81231408641656e-17,0.361678181882777,0.330236856609036,0.148329975241319
"GSM1218607",0,0.391674101672004,-4.77261467692288e-17,0.385927393647304,0.36778660418405,0.156671729559716
"GSM1218608",0,0.344236589036195,-3.82309392072067e-17,0.382006261697039,0.41874731493195,0.138255673806901
"GSM1218609",0,0.408114701392178,-4.29501729712453e-17,0.381414127264044,0.358145196940079,0.131352570165736
"GSM1218610",0,0.445425268448582,-4.18658875875943e-17,0.345199069769797,0.327042732742935,0.1574433625209
"GSM1218611",0,0.363339698120689,-2.70669203167105e-16,0.401642752812771,0.359091869373311,0.149343525199651
"GSM1218612",0,0.344747273922532,-4.05020029224396e-17,0.305334655630132,0.419801005623244,0.160977681611906
"GSM1218613",0,0.389137449809803,-3.57152246697846e-17,0.355405610735095,0.358844832065417,0.177106431783825
"GSM1218614",0,0.400010091441835,-5.08228715831477e-17,0.379489976971967,0.374838611099096,0.117748568021638
"GSM1218615",0,0.405864770227475,-5.19070883735571e-17,0.391624331274964,0.352840688327706,0.124976455711735
"GSM1218616",0,0.395312348911798,-4.91425765107125e-17,0.368525266382173,0.365626984670828,0.131711412563113
"GSM1218617",0,0.374588523080134,-2.70795762321787e-16,0.358271882370571,0.321947299412496,0.195066154383532
"GSM1218618",0,0.37741961694814,-5.79178485685783e-17,0.401368003937475,0.324934414008082,0.165149608837926
"GSM1218619",0,0.39855329652272,-4.32959453027961e-17,0.380305605834686,0.332514468115635,0.179208101860632
"GSM1218620",2.77555756156289e-17,0.376888768243323,-2.68213031964156e-16,0.394542824370846,0.338779031837036,0.164040833840546
"GSM1218621",0,0.400951280843093,-1.40450140638681e-17,0.266272136640713,0.40558912715908,0.166882949199932
"GSM1218622",0,0.37626228582347,-3.93263569469179e-17,0.407804120024235,0.373135743686312,0.119519747185343
"GSM1218623",0,0.345540573053205,-4.78224211459968e-17,0.415580033668295,0.372411758070681,0.132629640929798
